"","DAT","내부온도관측치","내부습도관측치","co2관측치","ec관측치","시간당분무량","일간누적분무량","시간당백색광량","일간누적백색광량","시간당적색광량","일간누적적색광량","시간당청색광량","일간누적청색광량","시간당총광량","일간누적총광량","predicted_weight_g","case"
"1",0,31.2350269954167,55.9013042070833,507.341007533333,0.998563781208333,367.889166666667,8829.34,8727.42473333333,209458.1936,0,0,0,0,8727.42473333333,209458.1936,0.926222753499309,28
"2",1,32.3253742454167,56.6366091591667,502.133692533333,1.00216855341667,450.0825,10801.98,8732.7104875,209585.0517,0,0,0,0,8732.7104875,209585.0517,3.91067334530282,28
"3",2,32.0326389066667,55.1804166108333,529.820833329167,1.00063438520833,496.32375,11911.77,8734.51537916667,209628.3691,0,0,0,0,8734.51537916667,209628.3691,4.37179460594527,28
"4",3,31.25319442125,58.152083355,531.626388883333,1.00622255033333,367.62125,8822.91,8735.28890416667,209646.9337,0,0,0,0,8735.28890416667,209646.9337,4.8080903706731,28
"5",4,29.5893438895833,60.1630195825,568.5873084375,1.01944292195833,479.82125,11515.71,8732.45264583333,209578.8635,0,0,0,0,8732.45264583333,209578.8635,5.08139287517642,28
"6",5,31.5333661,58.179422045,529.427518825,1.00041678204167,447.779583333333,10746.71,8733.4840125,209603.6163,0,0,0,0,8733.4840125,209603.6163,6.08342972456913,28
"7",6,31.7777083279167,57.6247916395833,538.453472225,0.995124654375,511.595,12278.28,8734.90214166667,209637.6514,0,0,0,0,8734.90214166667,209637.6514,6.16765429184454,28
"8",7,32.2990156641667,57.04314179625,521.443534479167,0.988236246125,351.11875,8426.85,8735.54674583333,209653.1219,0,0,0,0,8735.54674583333,209653.1219,7.17394006754555,28
"9",8,32.54506941,58.5532638875,518.949999995833,0.984359730666667,576.214166666667,13829.14,8734.51537916667,209628.3691,0,0,0,0,8734.51537916667,209628.3691,7.58617729158071,28
"10",9,32.2713192316667,58.7493749641667,529.547222225,0.986590088291667,463.74625,11129.91,8732.96832916666,209591.2399,0,0,0,0,8732.96832916666,209591.2399,8.49331668454372,28
"11",10,30.5953929179167,59.2300235495833,549.258768816667,1.00273521720833,413.8625,9932.7,8736.5781125,209677.8747,0,0,0,0,8736.5781125,209677.8747,9.77743495715994,28
"12",11,29.11624267125,58.5602808954167,543.955909345833,1.00990748533333,413.8625,9932.7,8736.5781125,209677.8747,0,0,0,0,8736.5781125,209677.8747,11.5045528622457,28
"13",12,25.8105567254167,57.8385275954167,415.422528245833,1.03470252033333,464.441666666667,11146.6,8720.46300833333,209291.1122,0,0,0,0,8720.46300833333,209291.1122,12.4101103638177,28
"14",13,26.8583332820833,58.5141666729167,471.063888891667,1.02884039716667,462.9425,11110.62,8735.15998333333,209643.8396,0,0,0,0,8735.15998333333,209643.8396,13.1314778342532,28
"15",14,31.587777725,58.1754166870833,450.055555566667,0.993700712166667,576.214166666667,13829.14,8730.90559583333,209541.7343,0,0,0,0,8730.90559583333,209541.7343,15.2811964262368,28
"16",15,26.5969443529167,58.1761805870833,434.8368055625,1.03983314229167,335.579583333333,8053.91,8736.5781125,209677.8747,0,0,0,0,8736.5781125,209677.8747,16.4092270536122,28
"17",16,28.3036133583333,58.4290089620833,457.4474105375,1.033951689875,511.059166666667,12265.42,8715.04833333333,209161.16,5.7918,139.0032,2.34975,56.394,8723.18988333333,209356.5572,19.3523323994681,28
"18",17,28.16372352125,58.1566475258333,444.205555558333,1.04235055291667,546.743333333333,13121.84,6100.27599166667,146406.6238,925.37795,22209.0708,435.030104166667,10440.7225,7460.68404583333,179056.4171,23.1364953527772,28
"19",18,31.20611095,59.48750001625,450.45,1.03102592070833,478.21375,11477.13,6090.60692916667,146174.5663,923.5163,22164.3912,434.246854166667,10421.9245,7448.37008333333,178760.882,26.7303834066117,28
"20",19,32.4595354,59.63854645875,477.411494254167,1.046115323125,572.463333333333,13739.12,6104.6593,146511.8232,925.79165,22218.9996,435.225916666667,10445.422,7465.67686666667,179176.2448,32.1189665960747,28
