DAT,?¥Î??®ÎèÑÍ¥ÄÏ∏°Ïπò,?¥Î??µÎèÑÍ¥ÄÏ∏°Ïπò,co2Í¥ÄÏ∏°Ïπò,ecÍ¥ÄÏ∏°Ïπò,?úÍ∞Ñ?πÎ∂ÑÎ¨¥Îüâ,"?ºÍ∞Ñ?ÑÏ†ÅÎ∂ÑÎ¨¥??,?úÍ∞Ñ?πÎ∞±?âÍ¥ë??",?ºÍ∞Ñ?ÑÏ†ÅÎ∞±ÏÉâÍ¥ëÎüâ,"?úÍ∞Ñ?πÏ†Å?âÍ¥ë??,?ºÍ∞Ñ?ÑÏ†Å?ÅÏÉâÍ¥ëÎüâ""","?úÍ∞Ñ?πÏ≤≠?âÍ¥ë??,?ºÍ∞Ñ?ÑÏ†ÅÏ≤?ÉâÍ¥ëÎüâ""",?úÍ∞Ñ?πÏ¥ùÍ¥ëÎüâ,"?ºÍ∞Ñ?ÑÏ†ÅÏ¥ùÍ¥ë??,predicted_weight_g""",case,,,,
0,30.84872638,58.22287428,498.882839,0.45496431,543.9045833,13053.71,8732.839408,209588.1458,0,0,0,0,8732.839408,209588.1458,0.167719388,23
1,32.08726697,58.50898542,498.6201507,0.00087223,447.24375,10733.85,8708.473371,209003.3609,0,0,0,0,8708.473371,209003.3609,0.181787272,23
2,31.70340273,56.54715277,520.8264713,0.00078512,526.7579167,12642.19,8733.09725,209594.334,0,0,0,0,8733.09725,209594.334,0.265921009,23
3,30.93388884,59.05541664,534.6979167,0.714036949,525.4183333,12610.04,8719.302721,209263.2653,0,0,0,0,8719.302721,209263.2653,0.834947043,23
4,29.58402757,60.65756942,566.5298611,1.272380124,399.6629167,9591.91,8730.518833,209532.452,0,0,0,0,8730.518833,209532.452,1.450105558,23
5,31.31324449,59.53773711,525.3546456,1.258887073,464.0141667,11136.34,8731.5502,209557.2048,0,0,0,0,8731.5502,209557.2048,2.207629442,23
6,31.46862508,58.93713271,534.8208569,1.255170064,450.88625,10821.27,8711.954233,209086.9016,0,0,0,0,8711.954233,209086.9016,2.525696586,23
7,30.7743748,58.91166665,519.1694444,1.248989786,381.285,9150.84,8734.515379,209628.3691,0,0,0,0,8734.515379,209628.3691,3.771890018,23
8,30.25523693,60.64341959,518.9052443,1.244696878,480.3570833,11528.57,8734.128617,209619.0868,0,0,0,0,8734.128617,209619.0868,4.422024189,23
9,30.14791654,60.96395827,530.1986111,1.24750314,543.9045833,13053.71,8733.870775,209612.8986,0,0,0,0,8733.870775,209612.8986,5.158081096,23
10,28.88118051,60.39812497,549.6944444,1.259212769,493.6445833,11847.47,8721.365454,209312.7709,0,0,0,0,8721.365454,209312.7709,6.25431024,23
11,27.63611097,59.07958339,526.5638889,1.268615426,571.9275,13726.26,8739.543292,209749.039,0,0,0,0,8739.543292,209749.039,7.469327919,23
12,24.7916148,57.88454093,409.1372411,1.298376192,337.455,8098.92,8708.602292,209006.455,0,0,0,0,8708.602292,209006.455,9.254473889,23
13,25.95452794,59.31442204,464.380838,1.294148516,542.8329167,13027.99,8721.107613,209306.5827,0,0,0,0,8721.107613,209306.5827,11.14098865,23
14,29.14254583,59.58658783,448.3932674,1.263379655,399.9308333,9598.34,8718.787038,209250.8889,0,0,0,0,8718.787038,209250.8889,13.59063827,23
15,25.53666656,58.60520835,429.2069444,1.303657521,511.0591667,12265.42,8717.368908,209216.8538,0,0,0,0,8717.368908,209216.8538,15.92130149,23
16,27.08894647,59.30535202,454.770067,1.296773863,509.7195833,12233.27,8721.107613,209306.5827,0,0,0,0,8721.107613,209306.5827,18.77103263,23
17,27.15662592,59.00476052,440.6344349,1.303665334,446.1720833,10708.13,8737.7384,209705.7216,0,0,0,0,8737.7384,209705.7216,21.28616776,23
18,29.63497769,61.01226416,446.6387972,0.877910455,1565.089167,37562.14,4384.3397,105224.1528,0,0,0,0,4384.3397,105224.1528,25.63489562,23
19,31.00687477,60.85159722,472.6597222,1.09933439,1644.950417,39478.81,4380.729917,105137.518,0,0,0,0,4380.729917,105137.518,30.13595483,23
20,29.89793542,60.49745181,460.2597928,1.364489133,1724.127917,41379.07,4384.210779,105221.0587,0,0,0,0,4384.210779,105221.0587,34.57433697,23
21,30.04097215,60.31930554,439.1805556,1.257447733,1725.632917,41415.19,4383.566175,105205.5882,0,0,0,0,4383.566175,105205.5882,40.20964445,23
22,26.34837686,59.26726693,437.1803437,1.141810606,1665.1525,39963.66,4381.503442,105156.0826,0,0,0,0,4381.503442,105156.0826,46.10043918,23
23,27.15066316,59.57185581,449.8783687,1.240396773,1228.166667,29476,5012.184158,120292.4198,0,0,0,0,5012.184158,120292.4198,53.13088643,23
24,24.78069435,60.34201388,445.1756944,1.530992088,139.0708333,3337.7,8734.128617,209619.0868,0,0,0,0,8734.128617,209619.0868,62.94193842,23
25,24.65108514,60.64284605,452.6991172,1.464752134,130.9820833,3143.57,8735.031063,209640.7455,0,0,0,0,8735.031063,209640.7455,71.39719943,23
26,25.28810014,60.66030364,421.2519421,1.455495417,107.5708333,2581.7,8734.128617,209619.0868,0,0,0,0,8734.128617,209619.0868,74.61694021,23
27,27.03469861,61.05437147,399.479355,1.43158844,117.8029167,2827.27,8730.518833,209532.452,0,0,0,0,8730.518833,209532.452,78.92150947,23
