"","DAT","내부온도관측치","내부습도관측치","co2관측치","ec관측치","시간당분무량","일간누적분무량","시간당백색광량","일간누적백색광량","시간당적색광량","일간누적적색광량","시간당청색광량","일간누적청색광량","시간당총광량","일간누적총광량","predicted_weight_g","case"
"1",0,30.4710204041385,57.9827342878402,622.416807909604,1.05818297164953,479.285416666663,11502.8499999999,8735.67566666666,209656.216,0,0,0,0,8735.67566666666,209656.216,0.188794678805103,25
"2",1,31.7222222076521,59.1895834154552,619.882638888889,1.04689061335391,475.534583333333,11412.83,8734.38645833333,209625.275,0,0,0,0,8734.38645833333,209625.275,0.195463434126981,25
"3",2,31.178912961603,58.5472173768441,647.130986590038,1.04361318464879,541.225416666667,12989.41,8736.44919166667,209674.7806,0,0,0,0,8736.44919166667,209674.7806,0.228737771254716,25
"4",3,30.7191664603021,59.4229861179987,654.342361111111,1.04504355465372,433.847916666667,10412.35,8723.81495,209371.5588,0,0,0,0,8723.81495,209371.5588,0.777128045550175,25
"5",4,29.4868053528997,61.0379860772026,695.383651129943,1.05125238278322,575.94625,13822.71,8736.19135,209668.5924,0,0,0,0,8736.19135,209668.5924,2.09852681102451,25
"6",5,30.9847989239887,59.8388413839172,652.485014619883,1.04053749181548,448.0475,10753.14,8732.45264583333,209578.8635,0,0,0,0,8732.45264583333,209578.8635,2.74083809926504,25
"7",6,31.1237330907606,58.9894587753376,664.190253831417,1.03536185507744,479.82125,11515.71,8736.70703333333,209680.9688,0,0,0,0,8736.70703333333,209680.9688,2.7480398492707,25
"8",7,31.4600752095493,58.6342561247209,644.156944444444,1.02988014974527,415.8975,9981.53999999999,8734.12861666667,209619.0868,0,0,0,0,8734.12861666667,209619.0868,3.8961151576283,25
"9",8,31.8649492370431,59.0834698660001,643.543267419962,1.02618125888559,575.142499999996,13803.4199999999,8734.77322083333,209634.5573,0,0,0,0,8734.77322083333,209634.5573,4.46978846651046,25
"10",9,31.7374269933574,59.0760462778436,656.77856638418,1.02792500113671,495.52,11892.48,8738.1251625,209715.0039,0,0,0,0,8738.1251625,209715.0039,5.92888133297791,25
"11",10,30.2476222548107,59.0270938508703,677.670692090395,1.03881296494626,415.737916666667,9977.71,8735.0310625,209640.7455,0,0,0,0,8735.0310625,209640.7455,7.62103366164237,25
"12",11,28.6895138263702,58.5676388449139,650.536111111111,1.04508633634212,462.406666666662,11097.7599999999,8732.83940833333,209588.1458,0,0,0,0,8732.83940833333,209588.1458,9.2566861805404,25
"13",12,25.3447915964656,57.6758334027396,508.465277777777,1.06613508736093,480.357083333333,11528.57,8736.964875,209687.157,0,0,0,0,8736.964875,209687.157,11.1814734469724,25
"14",13,26.3652082562446,58.9499305725097,571.777083333333,1.06114119349254,543.368749999996,13040.8499999999,8737.09379583333,209690.2511,0,0,0,0,8737.09379583333,209690.2511,14.0073023233745,25
"15",14,30.2338888062371,59.1051388661066,562.854166666666,1.03817159765296,413.594583333333,9926.27,8734.51537916667,209628.3691,0,0,0,0,8734.51537916667,209628.3691,17.0095770229594,25
"16",15,25.550517809391,58.7373728353424,532.382909604519,1.07476247817053,416.541666666667,9997,8718.7870375,209250.8889,0,0,0,0,8718.7870375,209250.8889,20.8267906007055,25
"17",16,27.7721526397599,59.1686110681957,566.261111111111,1.06300214214457,432.508333333333,10380.2,8722.39682083333,209337.5237,3.10275,74.466,1.7623125,42.2955,8727.26188333333,209454.2852,25.5790700549623,25
"18",17,27.689310200735,58.6523946263324,554.364607279693,1.07103132655508,399.395,9585.48,4359.71582083333,104633.1797,1396.5133,33516.3192,880.764625,21138.351,6636.99374583333,159287.8499,27.6239400211199,25
"19",18,30.5975927822558,60.5693172860729,567.311405367231,1.06850288251446,544.1725,13060.14,4362.80992083333,104707.4381,1397.4786,33539.4864,877.501083333329,21060.0259999999,6637.78960416666,159306.9505,32.0845333430666,25
"20",19,31.8842711565409,60.48805796689,604.331465517241,1.11212070341082,512.130833333333,12291.14,4361.77855416667,104682.6853,1397.27175,33534.522,879.198124999996,21100.7549999999,6638.24842916666,159317.9623,36.8250585045397,25
"21",20,30.7591023483616,59.9091797756698,585.688915094339,1.20263230570707,1498.18458333333,35956.4299999999,2189.20467083333,52540.9121,702.11785,16850.8284,441.818270833333,10603.6385,3333.14079166667,79995.379,42.1823273314347,25
"22",21,30.9424716218716,60.0212582929884,562.28813559322,1.31491587054959,1650.53124999999,39612.7499999998,2188.6889875,52528.5357,701.2215,16829.316,441.622458333333,10598.939,3331.53294583333,79956.7907,48.9743487200172,25
"23",22,27.0312714599101,59.2169707313808,551.993989463601,1.35733030833183,1729.32666666666,41503.8399999998,2188.94682916667,52534.7239,700.532,16812.768,441.426645833333,10594.2395,3330.905475,79941.7314,55.0804635894365,25
"24",23,27.4530460100614,59.2999128753855,571.153684086629,1.01579724020919,1181.4525,28354.86,2532.77869166667,60786.6886,811.6794,19480.3056,511.005354166663,12264.1284999999,3855.46344583333,92531.1226999999,64.9675436391017,25
"25",24,24.8270137972301,60.3309722820917,558.596527777777,1.02465910191337,144.58875,3470.13,4354.172225,104500.1334,1394.0311,33456.7464,880.372999999996,21128.9519999999,6628.576325,159085.8318,74.6812660918902,25
"26",25,24.3835152423244,60.5694467953795,571.222174329502,1.00519561744312,119.94625,2878.71,4362.03639583333,104688.8735,1396.6512,33519.6288,880.895166666662,21141.4839999999,6639.5827625,159349.9863,82.4343732483905,25
"27",26,24.972825545278,60.5954071025738,540.879190613026,0.970553701183976,140.94625,3382.70999999999,4361.77855416667,104682.6853,1396.99595,33527.9028,881.547874999996,21157.1489999999,6640.32237916666,159367.7371,89.1873111341124,25
"28",27,27.5093501676498,60.6739606724396,516.427542372881,0.940868774195343,149.83875,3596.13,4359.32905833333,104623.8974,1396.2375,33509.7,881.482604166662,21155.5824999999,6637.0491625,159289.1799,97.8040727320704,25
