DAT,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량,predicted_weight_g,case
0,26.35076369,54.106875,559.4631945,0,81.05291667,1945.27,6524.554454,156589.3069,60.4002,1449.6048,27.93591667,670.462,6612.890571,158709.3737,0.180075561,18
1,27.65246763,55.57018074,510.4570522,0,56.94625,1366.71,7343.072825,176233.7478,0,0,0,0,7343.072825,176233.7478,0.179932918,18
2,33.65576371,53.80159727,527.8993056,0,125.4641667,3011.14,7343.072825,176233.7478,0,0,0,0,7343.072825,176233.7478,0.661072024,18
3,26.46663307,56.10724371,518.7663075,0,115.9275,2782.26,8732.323725,209575.7694,0,0,0,0,8732.323725,209575.7694,0.661072024,18
4,27.08257175,56.95639607,524.0212883,0,120.2141667,2885.14,8732.710488,209585.0517,0,0,0,0,8732.710488,209585.0517,1.045886914,18
5,26.49666653,56.72798606,580.6347222,0,130.1783333,3124.28,8732.323725,209575.7694,0,0,0,0,8732.323725,209575.7694,2.446408944,18
6,26.17461683,57.46724854,501.1818008,0,114.1604167,2739.85,8734.257538,209622.1809,0,0,0,0,8734.257538,209622.1809,1.577446934,18
7,26.63978217,57.10040964,510.4493762,0,125.4641667,3011.14,8738.383004,209721.1921,0,0,0,0,8738.383004,209721.1921,2.300657497,18
8,26.22061432,57.04711629,497.2684793,0,129.6425,3111.42,8732.839408,209588.1458,0,0,0,0,8732.839408,209588.1458,3.168632547,18
9,25.73334998,56.66619972,539.197749,0,149.83875,3596.13,8738.254083,209718.098,0,0,0,0,8738.254083,209718.098,4.46247996,18
10,27.5609817,56.71654691,632.1297414,0,128.3029167,3079.27,8719.560563,209269.4535,0,0,0,0,8719.560563,209269.4535,6.779654367,18
11,26.34527772,56.59972221,606.6868056,0,134.6245833,3230.99,8737.222717,209693.3452,0,0,0,0,8737.222717,209693.3452,8.059960458,18
12,25.9057662,56.68690561,545.9151718,0,130.1783333,3124.28,8728.842863,209492.2287,0,0,0,0,8728.842863,209492.2287,9.935549428,18
13,25.71387683,56.84980607,479.2253113,0,103.3925,2481.42,8732.194804,209572.6753,0,0,0,0,8732.194804,209572.6753,12.63204352,18
14,27.80137468,56.59802262,552.8726106,0,128.5708333,3085.7,7931.338588,190352.1261,285.10825,6842.598,134.0010208,3216.0245,8350.447858,200410.7486,16.13486383,18
15,31.92736098,57.58298611,580.0916667,0,130.1783333,3124.28,6108.398004,146601.5521,930.34235,22328.2164,437.5756667,10501.816,7476.316021,179431.5845,18.1650668,18
16,31.96158596,56.6826683,564.6745763,0,47.25,1134,3123.880713,74973.1371,477.06505,11449.5612,224.9885625,5399.7255,3825.934325,91822.4238,21.05120799,18
17,31.37980216,56.86494702,556.0287783,0,135.4283333,3250.28,6098.342179,146360.2123,926.4122,22233.8928,435.6828125,10456.3875,7460.437192,179050.4926,21.77025894,18
18,26.65350597,57.15647525,564.0565718,0,135.9641667,3263.14,6108.398004,146601.5521,930.89395,22341.4548,437.7062083,10504.949,7476.998163,179447.9559,24.67452374,18
19,31.47085679,57.394335,521.1912429,0,149.3029167,3583.27,6101.436279,146434.4707,929.8597,22316.6328,437.3145833,10495.55,7468.610563,179246.6535,28.16787993,18
20,31.57738458,57.77558499,533.9217985,0,149.3029167,3583.27,6101.436279,146434.4707,929.8597,22316.6328,437.3145833,10495.55,7468.610563,179246.6535,31.56013214,18
21,26.74897119,57.47290486,569.4676318,0,130.44625,3130.71,6111.492104,146675.8105,930.48025,22331.526,437.445125,10498.683,7479.417479,179506.0195,38.18874386,18
22,25.11400942,57.65039108,507.0077485,0,107.035,2568.84,6107.495558,146579.8934,930.4113,22329.8712,437.5103958,10500.2495,7475.417254,179410.0141,45.56132477,18
23,24.9570409,57.72598988,541.2826624,0,108.6425,2607.42,6108.913688,146613.9285,928.2049,22276.9176,436.27025,10470.486,7473.388838,179361.3321,53.83460896,18
24,24.55643705,57.77519073,526.7224576,0,125.7320833,3017.57,6107.237717,146573.7052,926.2743,22230.5832,435.8133542,10459.5205,7469.325371,179263.8089,62.41065169,18
25,24.1427082,58.82055553,533.1076389,0,139.76625,3354.39,6085.965779,146063.1787,926.75695,22242.1668,435.6175417,10454.821,7448.340271,178760.1665,70.41999047,18
26,24.68758815,58.39153903,536.9865741,0,134.08875,3218.13,6109.687213,146632.4931,927.86015,22268.6436,436.4007917,10473.619,7473.948154,179374.7557,89.22305257,18
27,24.10236112,59.25333333,499.6111111,0,138.8029167,3331.27,6111.492104,146675.8105,927.58435,22262.0244,436.4660625,10475.1855,7475.542517,179413.0204,92.60617383,18
