"","DAT","내부온도관측치","내부습도관측치","co2관측치","ec관측치","시간당분무량","일간누적분무량","시간당백색광량","일간누적백색광량","시간당적색광량","일간누적적색광량","시간당청색광량","일간누적청색광량","시간당총광량","일간누적총광량","predicted_weight_g","case"
"1",0,27.7524040310094,55.1494329576349,442.986220760234,0.397093536631058,631.872083333333,15164.93,25.7841666666667,618.82,4877.523,117060.552,3078.1725,73876.14,7981.47966666667,191555.512,0.258002523586275,15
"2",1,26.9537431791803,56.0667522126437,428.205555555555,0.404602924594172,631.872083333333,15164.93,25.7841666666667,618.82,4877.523,117060.552,3078.1725,73876.14,7981.47966666667,191555.512,1.11824829248232,15
"3",2,26.9788404013606,54.0907865930148,427.204974471721,0.415343172612362,663.429166666667,15922.3,0,0,4753.413,114081.912,2999.8475,71996.34,7753.2605,186078.252,1.12922534524349,15
"4",3,26.3328313348475,59.5061349027821,461.643967749544,0.423757560326109,584.559166666667,14029.42,12.8920833333333,309.41,4856.838,116564.112,3065.11833333333,73562.84,7934.84841666667,190436.362,1.13449945726451,15
"5",4,26.1229513294157,61.426057227,454.729166666677,0.435387139394879,624.045416666667,14977.09,0,0,4869.249,116861.976,3072.95083333333,73750.8199999999,7942.19983333333,190612.796,1.79633367436106,15
"6",5,26.0299522285521,62.0429174130524,471.714712806067,0.440387392349597,624.045416666667,14977.09,0,0,4848.564,116365.536,3059.89666666666,73437.5199999999,7908.46066666666,189803.056,4.22812679308734,15
"7",6,27.0034332846293,59.0629853589365,491.827048022598,0.443882342089114,622.814166666667,14947.54,0,0,4873.386,116961.264,3075.56166666667,73813.48,7948.94766666667,190774.744,4.48857471258091,15
"8",7,26.6510418563943,61.8680675261982,483.603803942334,0.504600983997638,609.577916666663,14629.8699999999,0,0,4856.838,116564.112,3065.11833333333,73562.84,7921.95633333333,190126.952,4.68114943568299,15
"9",8,27.0346149832066,59.5304071200096,437.823328625235,0.581368772522064,631.706666666667,15160.96,0,0,4860.975,116663.4,3067.72916666667,73625.5,7928.70416666667,190288.9,4.83253012274136,15
"10",9,26.6337123112265,63.3452471399486,456.145715630885,0.58037553521017,625.71,15017.04,0,0,4869.249,116861.976,3072.95083333333,73750.8199999999,7942.19983333333,190612.796,4.91847071909435,15
"11",10,27.1025693707995,66.326025493469,595.482871939771,0.584865096294217,587.289583333329,14094.9499999999,0,0,4869.249,116861.976,3072.95083333333,73750.8199999999,7942.19983333333,190612.796,5.84902320523847,15
