"","DAT","내부온도관측치","내부습도관측치","co2관측치","ec관측치","시간당분무량","일간누적분무량","시간당백색광량","일간누적백색광량","시간당적색광량","일간누적적색광량","시간당청색광량","일간누적청색광량","시간당총광량","일간누적총광량","predicted_weight_g","case"
"1",0,25.1309722341667,58.2600348558333,660.481249995833,2.39430849916667,240.0125,5760.3,10635.96875,255263.25,0,0,0,0,10635.96875,255263.25,2.04958939536378,20
"2",1,25.4624306229167,61.3301599745833,612.319444454167,2.38665929054167,240.0125,5760.3,10659.5612625,255829.4703,0,0,0,0,10659.5612625,255829.4703,2.27077539618138,20
"3",2,25.2740276633333,64.2023820883333,590.4668055625,2.40871309358333,207.429166666667,4978.3,10663.4288875,255922.2933,0,0,0,0,10663.4288875,255922.2933,2.77304056534481,20
"4",3,25.7017210941667,63.9060542254167,543.301289679167,2.41412570041667,207.429166666667,4978.3,10578.4700583333,253883.2814,0,0,0,0,10578.4700583333,253883.2814,3.04870297567582,20
"5",4,26.2220138241667,64.2840274675,518.259722220833,2.418292172125,207.429166666667,4978.3,10635.96875,255263.25,0,0,0,0,10635.96875,255263.25,3.60781141342875,20
"6",5,26.1147916345833,64.3972986620833,546.4229166625,2.438948966375,212.679166666667,5104.3,10645.6378125,255495.3075,0,0,0,0,10645.6378125,255495.3075,4.33838425613628,20
"7",6,25.9648609891667,62.63826369625,544.076388895833,2.4566091095,212.679166666667,5104.3,10639.06285,255337.5084,0,0,0,0,10639.06285,255337.5084,5.35197104176559,20
"8",7,25.3609027045833,64.83286805875,618.8309027875,2.49695180075,207.429166666667,4978.3,10674.645,256191.48,0,0,0,0,10674.645,256191.48,6.67567980770276,20
"9",8,25.1656249204167,69.7257568454167,555.936805554167,2.51321452633333,207.429166666667,4978.3,10638.1604041667,255315.8497,0,0,0,0,10638.1604041667,255315.8497,7.95687974233342,20
"10",9,24.9500839420833,72.11633636875,590.1572734,2.53432426720833,212.679166666667,5104.3,10597.2925,254335.02,0,0,0,0,10597.2925,254335.02,10.3768816358404,20
"11",10,25.242846995,74.7300878591667,546.854861108333,2.52982260529167,212.679166666667,5104.3,10643.5750791667,255445.8019,0,0,0,0,10643.5750791667,255445.8019,13.163844829417,20
"12",11,25.4613192425,76.08017839375,537.035416666667,2.53695094525,207.429166666667,4978.3,10666.5229875,255996.5517,0,0,0,0,10666.5229875,255996.5517,15.484402221415,20
"13",12,25.40199968125,76.3593216020833,561.392455279167,2.53389388145833,212.679166666667,5104.3,10635.96875,255263.25,0,0,0,0,10635.96875,255263.25,18.4002303746619,20
"14",13,25.11514988125,75.8426584916667,603.80881945,2.54135949058333,207.429166666667,4978.3,10661.8818375,255885.1641,0,0,0,0,10661.8818375,255885.1641,21.7945149522804,20
"15",14,25.5534466216667,76.79079323875,538.96551535,2.55362796308333,207.429166666667,4978.3,10635.3241458333,255247.7795,0,0,0,0,10635.3241458333,255247.7795,25.2368473177828,20
"16",15,25.7781248916667,78.299861135,551.409027783333,2.53071192433333,207.429166666667,4978.3,10623.0766666667,254953.84,0,0,0,0,10623.0766666667,254953.84,29.7588064265877,20
"17",16,25.7376388725,80.5081874770833,513.1901388875,2.49442884820833,212.679166666667,5104.3,10648.6029916667,255566.4718,0,0,0,0,10648.6029916667,255566.4718,36.0133368786043,20
"18",17,26.0681794979167,81.47206544,493.822924866667,2.46515970825,212.679166666667,5104.3,10597.4214208333,254338.1141,0,0,0,0,10597.4214208333,254338.1141,40.2650292299641,20
"19",18,26.6832659479167,82.17712763,470.138818658333,2.41924738433333,207.429166666667,4978.3,10454.190375,250900.569,0,0,0,0,10454.190375,250900.569,44.5767965628792,20
"20",19,26.6054424441667,82.25495766125,554.612761295833,2.38849583475,207.429166666667,4978.3,10610.1845833333,254644.43,0,0,0,0,10610.1845833333,254644.43,48.0839325351707,20
"21",20,26.8644443141667,82.7469443791667,457.711944454167,2.3817322485,207.429166666667,4978.3,10649.5054375,255588.1305,0,0,0,0,10649.5054375,255588.1305,51.1855746791396,20
"22",21,26.4438194220833,82.7734513454167,462.6319997625,2.29788325395833,212.679166666667,5104.3,10660.2058666667,255844.9408,0,0,0,0,10660.2058666667,255844.9408,54.8521617696516,20
"23",22,26.09936294875,82.9902291133333,484.429237475,2.30389217058333,212.679166666667,5104.3,10610.1845833333,254644.43,0,0,0,0,10610.1845833333,254644.43,57.7885025101349,20
"24",23,25.5938547179167,82.7840134870833,540.026032016667,1.759261112,207.429166666667,4978.3,10365.6217625,248774.9223,0,0,0,0,10365.6217625,248774.9223,60.3371085461912,20
"25",24,26.4514923020833,83.1426554054167,558.483298283333,0.715688116708333,207.429166666667,4978.3,10528.7066166667,252688.9588,0,0,0,0,10528.7066166667,252688.9588,61.6876436108092,20
"26",25,27.9232198695833,83.4937243708333,473.261732454167,0.154381796375,207.429166666667,4978.3,10658.0142125,255792.3411,0,0,0,0,10658.0142125,255792.3411,63.3786276235191,20
"27",26,26.8839582008333,83.1331901325,489.6695138875,0,212.679166666667,5104.3,10635.96875,255263.25,0,0,0,0,10635.96875,255263.25,62.139249975487,20
"28",27,25.6338860154167,82.5715959945833,539.645075908333,0,217.929166666667,5230.3,10507.0479166667,252169.15,0,0,0,0,10507.0479166667,252169.15,63.4357176676613,20
