"","DAT","내부온도관측치","내부습도관측치","co2관측치","ec관측치","시간당분무량","일간누적분무량","시간당백색광량","일간누적백색광량","시간당적색광량","일간누적적색광량","시간당청색광량","일간누적청색광량","시간당총광량","일간누적총광량","predicted_weight_g","case"
"1",0,24.7059410066667,51.6290504879167,428.263265133333,2.5110119255,938.260416666667,22518.25,0,0,7405.23,177725.52,0,0,7405.23,177725.52,2.23280757361962,13
"2",1,25.9636141916667,42.5697024941667,425.835681183333,2.486160178875,912.64875,21903.57,0,0,6819.155,163659.72,0,0,6819.155,163659.72,4.89987893870983,13
"3",2,24.887377085,34.8401707841667,447.199844775,2.542799249375,967.087083333333,23210.09,0,0,7329.385,175905.24,0,0,7329.385,175905.24,6.9996308505819,13
"4",3,24.8063005308333,37.7364852583333,441.139206066667,2.571644605375,936.168333333333,22468.04,0,0,7191.485,172595.64,0,0,7191.485,172595.64,9.69163005396939,13
"5",4,25.0411866629167,46.1541139370833,430.825564925,2.60508163341667,863.511666666667,20724.28,0,0,5888.33,141319.92,0,0,5888.33,141319.92,14.1719841393021,13
"6",5,24.7789769625,53.6656635633333,442.084415004167,2.63997360708333,971.584583333333,23318.03,0,0,6412.35,153896.4,0,0,6412.35,153896.4,19.2583953374553,13
"7",6,25.6272741970833,58.2127943704167,425.6289801,2.68989358395833,660.1175,15842.82,0,0,5729.745,137513.88,0,0,5729.745,137513.88,26.2370316087979,13
"8",7,25.2160576425,53.09274016,423.546784333333,2.684600656125,1124.82708333333,26995.85,0,0,8253.315,198079.56,0,0,8253.315,198079.56,26.3831720765937,13
"9",8,25.3137553770833,58.09452254375,418.514180708333,2.71727491508333,1081.48166666667,25955.56,0,0,8253.315,198079.56,0,0,8253.315,198079.56,36.9041344982761,13
"10",9,25.2708535983333,64.4228235066667,418.1671836625,2.80581197079167,1195.12375,28682.97,0,0,8274,198576,0,0,8274,198576,47.2301186694953,13
"11",10,26.1863178416667,66.34963817875,393.761287904167,2.79729242029167,1156.44125,27754.59,0,0,8115.415,194769.96,0,0,8115.415,194769.96,60.4468711621402,13
"12",11,25.81118951125,64.5819096620833,401.662035083333,2.96976508254167,1131.41666666667,27154,0,0,8294.685,199072.44,0,0,8294.685,199072.44,70.0869858282984,13
"13",12,25.3570323970833,63.3862581416667,394.9568383125,2.797638861875,1133.93625,27214.47,0,0,8267.105,198410.52,0,0,8267.105,198410.52,82.5202529097908,13
"14",13,25.8445155454167,66.5262199058333,398.725438491667,2.57317357995833,1162.60333333333,27902.48,0,0,8253.315,198079.56,0,0,8253.315,198079.56,102.048533009749,13
"15",14,32.18570952125,70.5947649870833,383.318857391667,2.545438689625,1181.30041666667,28351.21,0,0,8239.525,197748.6,0,0,8239.525,197748.6,112.520310288723,13
"16",15,33.3226961004167,69.5807653725,381.984390216667,2.905258813875,1205.78916666667,28938.94,0,0,8274,198576,0,0,8274,198576,125.34295708764,13
"17",16,27.9838642804167,71.99377977625,391.013646804167,3.41946232929167,1201.93,28846.32,0,0,8260.21,198245.04,0,0,8260.21,198245.04,126.995970804411,13
"18",17,26.1681157533333,73.4189737325,400.067587404167,3.71814819920833,1107.25291666667,26574.07,0,0,8294.685,199072.44,0,0,8294.685,199072.44,132.381327026783,13
"19",18,25.49458873125,74.7182131083333,400.821514370833,4.04565825708333,1191.05375,28585.29,0,0,8294.685,199072.44,0,0,8294.685,199072.44,139.193548468184,13
"20",19,25.5458579779167,73.8565243295833,400.9861783125,4.10343713333333,1096.16,26307.84,0,0,8232.63,197583.12,0,0,8232.63,197583.12,148.734949018538,13
"21",20,25.7233127958333,73.4078107741667,410.102493741667,1.41050936883333,1014.34291666667,24344.23,0,0,5150.565,123613.56,2284.47916666667,54827.5,7435.04416666667,178441.06,150.269004589046,13
"22",21,25.0495062283333,75.2022088458333,421.538807920833,0,1326.50541666667,31836.13,0,0,0,0,7825.97291666667,187823.35,7825.97291666667,187823.35,151.196226884498,13
"23",22,25.0275758766667,75.0836359758333,409.106884683333,0,1258.08416666667,30194.02,0,0,0,0,7845.55416666667,188293.3,7845.55416666667,188293.3,153.443267214005,13
"24",23,25.054058375,71.63051414375,416.239495283333,1.89365267266667,1140.25791666667,27366.19,0,0,0,0,7825.97291666667,187823.35,7825.97291666667,187823.35,159.090535167422,13
"25",24,24.7619248954167,76.7047231725,431.763108441667,2.798748668,1147.22375,27533.37,0,0,0,0,7525.72708333333,180617.45,7525.72708333333,180617.45,159.4131541772,13
"26",25,25.2368622370833,66.4701151658333,396.375847504167,1.78798867820833,1175.40625,27134.71,0,0,0,0,19.58125,469.95,19.58125,469.95,159.735773186978,13
"27",26,25.054058375,71.63051414375,416.239495283333,3.19001468508333,1140.25791666667,27366.19,0,0,0,0,0,0,0,0,158.969353507157,13
"28",27,25.2672894995833,66.5027469675,396.5832863,1.99027518545833,1185.05125,27134.71,0,0,0,0,7832.5,187980,7832.5,187980,159.595770335831,13
